sol_irr,T_amb,wind_pow
0.46,11.7,0.088
0.278,8.3,0.089
0.086,11.1,0.103
0.001,11.7,0.143
0,10.6,0.161
0,10.6,0.161
0,8.3,0.161
0,7.8,0.169
0,5,0.191
0,2.8,0.219
0,2.2,0.242
0,1.1,0.265
0,0.6,0.29
0,0,0.31
0,0,0.311
0.039,-1.1,0.281
0.215,-1.1,0.225
0.406,-0.6,0.188
0.558,0,0.167
0.664,2.8,0.167
0.717,6.1,0.179
0.723,7.8,0.188
0.682,9.4,0.184
0.593,9.4,0.177
0.456,11.1,0.169
0.276,10,0.158
0.086,11.1,0.148
0.001,10.6,0.158
0,8.9,0.167
0,7.8,0.165
0,6.7,0.164
0,6.1,0.176
0,5.6,0.196
0,5.6,0.221
0,5,0.241
0,5,0.253
0,5,0.261
0,5,0.264
0,5,0.27
0.04,5,0.268
0.213,5,0.259
0.401,5,0.281
0.553,5,0.306
0.655,5.6,0.338
0.709,6.1,0.373
0.716,7.8,0.395
0.676,9.4,0.385
0.587,10,0.36
0.449,11.1,0.334
0.271,8.3,0.311
0.085,12.2,0.293
0.001,11.1,0.28
0,12.8,0.267
0,12.2,0.247
0,11.1,0.228
0,8.9,0.219
0,6.7,0.217
0,6.1,0.218
0,5,0.22
0,5,0.224
0,5.6,0.223
0,5,0.223
0,3.9,0.227
0.04,2.8,0.233
0.211,3.3,0.223
0.399,2.2,0.242
0.551,2.2,0.266
0.653,4.4,0.294
0.706,8.9,0.319
0.712,9.4,0.341
0.672,11.7,0.358
0.583,13.9,0.364
0.447,15,0.359
0.27,14.4,0.348
0.085,14.4,0.336
0.001,15,0.335
0,15.6,0.334
0,16.7,0.334
0,14.4,0.341
0,13.9,0.358
0,12.8,0.379
0,11.1,0.395
0,8.9,0.398
0,7.2,0.395
0,5,0.39
0,3.3,0.384
0,2.2,0.375
0.04,1.1,0.35
0.212,1.1,0.332
0.399,1.7,0.334
0.55,1.1,0.314
0.653,5.6,0.285
0.707,9.4,0.274
0.713,11.7,0.288
0.671,13.9,0.309
0.584,15,0.311
0.447,16.1,0.3
0.27,17.8,0.288
0.085,18.3,0.275
0.001,19.4,0.278
0,20.6,0.27
0,19.4,0.251
0,18.3,0.231
0,16.7,0.217
0,14.4,0.206
0,13.9,0.196
0,11.1,0.183
0,8.9,0.168
0,6.7,0.16
0,5.6,0.167
0,4.4,0.179
0.039,3.9,0.178
0.216,3.3,0.159
0.407,2.2,0.164
0.559,2.2,0.186
0.661,7.8,0.22
0.714,11.1,0.249
0.72,14.4,0.266
0.679,16.7,0.27
0.591,17.2,0.272
0.455,18.9,0.27
0.275,20,0.254
0.084,19.4,0.236
0.001,20,0.245
0,19.4,0.251
0,20.6,0.236
0,19.4,0.22
0,17.2,0.211
0,14.4,0.218
0,10,0.236
0,7.8,0.255
0,6.7,0.261
0,6.1,0.246
0,5,0.217
0,3.9,0.181
0.04,2.2,0.153
0.212,2.2,0.155
0.398,2.8,0.174
0.546,2.2,0.162
0.647,7.2,0.137
0.698,10.6,0.12
0.703,15,0.121
0.653,18.3,0.13
0.562,19.4,0.142
0.424,20.6,0.163
0.25,21.7,0.2
0.08,23.3,0.278
0.001,21.7,0.419
0,21.1,0.513
0,20,0.545
0,16.7,0.535
0,13.3,0.498
0,10.6,0.451
0,9.4,0.414
0,7.8,0.433
0,6.7,0.466
0,6.1,0.447
0,5.6,0.411
0,4.4,0.394
0.038,3.3,0.406
0.183,2.2,0.413
0.355,5.6,0.394
0.503,6.7,0.369
0.609,7.8,0.343
0.661,8.3,0.315
0.665,8.3,0.272
0.634,10,0.223
0.544,13.3,0.185
0.41,16.7,0.147
0.242,18.3,0.145
0.079,20,0.162
0.001,21.7,0.227
0,21.7,0.302
0,21.1,0.343
0,20.6,0.348
0,19.4,0.317
0,14.4,0.298
0,12.8,0.311
0,10.6,0.356
0,9.4,0.426
0,7.8,0.501
0,6.7,0.562
0,5.6,0.598
0.041,5,0.568
0.193,3.9,0.466
0.368,3.9,0.501
0.516,4.4,0.457
0.631,7.2,0.364
0.682,10,0.231
0.687,13.3,0.127
0.65,15,0.064
0.56,16.7,0.035
0.423,20,0.017
0.251,21.7,0.006
0.081,21.1,0
0.001,22.8,0
0,19.4,0.002
0,19.4,0.016
0,17.2,0.031
0,14.4,0.028
0,12.2,0.018
0,10,0.009
0,10,0.007
0,8.9,0.008
0,8.9,0.013
0,8.9,0.022
0,7.8,0.033
0.042,7.2,0.043
0.198,7.8,0.028
0.378,8.9,0.01
0.527,8.9,0.005
0.636,10,0.004
0.686,10.6,0.003
0.691,13.3,0.002
0.651,13.9,0.002
0.563,17.2,0.003
0.429,18.9,0.003
0.257,18.3,0.005
0.081,18.9,0.022
0.002,17.8,0.056
0,13.9,0.053
0,11.7,0.037
0,11.7,0.019
0,11.1,0.006
0,10.6,0.002
0,10,0.001
0,9.4,0
0,8.9,0
0,8.9,0
0,8.9,0
0,8.9,0
0.041,8.9,0
0.204,8.9,0
0.387,8.9,0.001
0.535,8.9,0.001
0.631,9.4,0.002
0.683,10,0.001
0.685,10.6,0
0.644,11.1,0
0.556,12.8,0.001
0.423,12.8,0.002
0.252,13.9,0.009
0.08,13.3,0.035
0.002,14.4,0.089
0,13.9,0.132
0,12.2,0.16
0,12.2,0.168
0,12.2,0.155
0,10.6,0.134
0,10,0.109
0,8.9,0.092
0,8.9,0.088
0,7.8,0.096
0,7.8,0.113
0,6.7,0.144
0.042,7.2,0.188
0.202,7.2,0.167
0.383,7.8,0.093
0.527,7.8,0.046
0.622,9.4,0.038
0.67,10.6,0.015
0.674,12.2,0.002
0.632,13.3,0
0.546,15.6,0
0.414,18.3,0
0.246,16.7,0.006
0.079,19.4,0.072
0.002,20,0.192
0,15.6,0.254
0,12.8,0.261
0,11.1,0.241
0,10,0.226
0,10,0.22
0,10,0.214
0,10,0.192
0,10,0.166
0,10,0.158
0,9.4,0.184
0,9.4,0.217
0.043,10,0.206
0.188,10,0.118
0.357,9.4,0.047
0.499,10,0.021
0.604,10.6,0.012
0.652,11.7,0.007
0.655,12.8,0.004
0.613,15,0.004
0.525,16.1,0.007
0.393,17.8,0.018
0.231,17.8,0.065
0.077,18.9,0.223
0.002,18.9,0.436
0,18.9,0.538
0,18.3,0.55
0,17.8,0.53
0,16.1,0.502
0,15,0.476
0,13.9,0.437
0,13.6,0.386
0,13.3,0.341
0,13,0.319
0,12.6,0.309
0,12.3,0.302
0.043,12,0.286
0.193,11.7,0.209
0.366,11.7,0.15
0.509,12.2,0.151
0.605,12.2,0.17
0.653,13.3,0.159
0.658,13.9,0.153
0.624,14.4,0.177
0.537,14.4,0.235
0.405,15,0.329
0.239,17.2,0.435
0.078,17.8,0.558
0.002,16.7,0.711
0,16.7,0.756
0,16.1,0.733
0,15,0.687
0,12.8,0.645
0,11.7,0.616
0,10.6,0.593
0,10.6,0.58
0,9.4,0.569
0,9.4,0.552
0,8.9,0.529
0,8.9,0.513
0.043,8.9,0.481
0.191,8.9,0.373
0.367,8.9,0.302
0.516,9.4,0.317
0.626,10,0.398
0.676,11.1,0.479
0.678,11.7,0.506
0.636,12.8,0.501
0.548,13.9,0.45
0.413,15.6,0.355
0.243,16.7,0.185
0.078,16.7,0.034
0.002,17.8,0.002
0,18.3,0
0,18.3,0
0,17.8,0.001
0,16.7,0.005
0,14.4,0.011
0,11.7,0.018
0,10,0.032
0,7.8,0.062
0,7.8,0.106
0,6.7,0.151
0,5.6,0.174
0.043,3.9,0.183
0.196,5,0.13
0.376,6.1,0.058
0.522,6.1,0.019
0.619,8.9,0.018
0.668,9.4,0.012
0.672,10.6,0.005
0.639,13.9,0.002
0.552,16.7,0
0.419,18.9,0
0.247,20.6,0
0.078,22.8,0.059
0.003,23.3,0.196
0,23.3,0.246
0,22.8,0.225
0,21.7,0.182
0,20,0.154
0,17.2,0.134
0,15,0.12
0,13.9,0.112
0,10.6,0.108
0,10,0.103
0,8.9,0.116
0,8.3,0.145
0.043,7.8,0.162
0.195,8.3,0.157
0.371,7.8,0.172
0.518,9.4,0.176
0.619,11.1,0.164
0.672,13.9,0.145
0.678,17.2,0.125
0.64,18.9,0.112
0.554,21.1,0.104
0.421,22.8,0.102
0.251,23.3,0.101
0.078,23.3,0.11
0.003,25,0.14
0,23.9,0.155
0,24.4,0.142
0,23.3,0.129
0,22.2,0.121
0,18.9,0.118
0,16.7,0.12
0,15,0.128
0,12.8,0.134
0,11.7,0.131
0,11.7,0.121
0,11.7,0.112
0.041,10.6,0.098
0.2,10,0.073
0.381,10.6,0.07
0.528,10.6,0.076
0.628,12.8,0.084
0.681,15,0.094
0.687,16.1,0.099
0.645,19.4,0.101
0.557,21.7,0.108
0.423,24.4,0.119
0.251,25.6,0.136
0.077,26.1,0.169
0.003,25.6,0.231
0,25,0.252
0,23.9,0.24
0,22.8,0.245
0,21.7,0.264
0,20.6,0.279
0,18.3,0.287
0,18.9,0.289
0,17.8,0.28
0,16.7,0.268
0,16.1,0.252
0,13.9,0.232
0.041,13.3,0.192
0.202,11.7,0.122
0.382,10.6,0.094
0.527,11.1,0.101
0.625,14.4,0.099
0.675,17.8,0.094
0.679,18.9,0.098
0.638,21.1,0.113
0.55,22.2,0.143
0.416,23.3,0.189
0.246,24.4,0.261
0.076,25,0.403
0.003,23.3,0.54
0,23.9,0.586
0,22.2,0.591
0,21.7,0.59
0,20.6,0.604
0,18.9,0.623
0,17.2,0.622
0,15,0.595
0,12.8,0.557
0,12.2,0.526
0,11.7,0.501
0,11.7,0.466
0.044,12.2,0.404
0.19,12.2,0.351
0.358,12.2,0.379
0.501,12.8,0.447
0.608,12.8,0.529
0.657,13.3,0.58
0.662,13.9,0.625
0.623,15,0.652
0.536,15.6,0.673
0.405,16.7,0.69
0.241,18.3,0.711
0.079,18.9,0.736
0.003,21.1,0.753
0,22.2,0.746
0,22.2,0.733
0,22.2,0.74
0,19.4,0.747
0,16.7,0.746
0,13.9,0.737
0,11.7,0.728
0,10,0.715
0,10,0.69
0,8.9,0.652
0,8.3,0.613
0.044,8.9,0.576
0.179,8.9,0.633
0.337,9.4,0.697
0.476,10,0.729
0.576,10.6,0.745
0.632,11.1,0.75
0.639,12.8,0.749
0.616,12.2,0.742
0.531,15,0.727
0.403,15.6,0.714
0.239,18.3,0.718
0.08,19.4,0.733
0.003,20,0.737
0,21.1,0.724
0,20.6,0.698
0,19.4,0.688
0,17.8,0.695
0,15.6,0.718
0,13.3,0.741
0,12.8,0.762
0,10,0.774
0,9.4,0.776
0,8.9,0.771
0,8.9,0.762
0.044,9.4,0.765
0.19,10,0.809
0.36,10,0.814
0.5,10.6,0.819
0.607,10.6,0.828
0.66,11.1,0.835
0.666,11.1,0.83
0.626,11.1,0.811
0.539,11.7,0.784
0.406,12.8,0.749
0.24,13.3,0.703
0.079,13.9,0.652
0.004,13.9,0.603
0,13.3,0.579
0,12.8,0.572
0,12.8,0.58
0,12.8,0.607
0,11.1,0.635
0,10,0.652
0,8.3,0.666
0,6.1,0.678
0,6.1,0.675
0,6.7,0.672
0,5.6,0.666
0.044,6.1,0.652
0.191,6.7,0.699
0.361,6.1,0.734
0.504,6.7,0.763
0.603,9.4,0.787
0.655,11.7,0.805
0.66,12.8,0.816
0.622,10.6,0.819
0.535,11.1,0.812
0.403,13.9,0.799
0.238,15,0.772
0.079,14.4,0.725
0.004,12.2,0.646
0,10.6,0.576
0,12.2,0.55
0,9.4,0.558
0,8.9,0.58
0,7.8,0.604
0,6.7,0.636
0,6.1,0.666
0,5.6,0.689
0,5,0.7
0,3.9,0.701
0,3.3,0.702
0.044,3.9,0.693
0.188,2.2,0.739
0.356,2.2,0.739
0.498,4.4,0.721
0.599,6.7,0.693
0.653,8.3,0.656
0.66,11.1,0.619
0.624,11.7,0.568
0.537,13.3,0.51
0.405,13.3,0.459
0.24,14.4,0.413
0.078,13.9,0.386
0.004,11.7,0.367
0,10.6,0.38
0,11.7,0.411
0,11.7,0.425
0,12.2,0.439
0,8.9,0.454
0,6.7,0.473
0,4.4,0.5
0,3.9,0.522
0,5,0.52
0,3.3,0.506
0,3.3,0.507
0.043,2.8,0.484
0.19,1.1,0.498
0.36,0.6,0.523
0.501,1.7,0.538
0.602,5.6,0.539
0.654,8.9,0.525
0.66,11.7,0.506
0.622,13.3,0.487
0.536,14.4,0.463
0.406,13.3,0.431
0.241,13.9,0.399
0.076,16.7,0.374
0.004,17.8,0.369
0,17.8,0.388
0,17.2,0.429
0,16.7,0.481
0,14.4,0.527
0,11.7,0.559
0,8.9,0.575
0,6.7,0.58
0,5.6,0.58
0,4.4,0.585
0,3.9,0.595
0,3.3,0.61
0.045,2.2,0.585
0.187,2.2,0.626
0.352,1.1,0.661
0.492,2.2,0.654
0.598,6.7,0.635
0.65,10.6,0.607
0.655,13.3,0.574
0.616,15,0.538
0.529,16.7,0.502
0.398,17.8,0.479
0.235,18.3,0.475
0.078,20,0.512
0.004,20.6,0.578
0,21.1,0.62
0,20.6,0.636
0,20,0.661
0,18.3,0.687
0,14.4,0.705
0,15,0.71
0,12.2,0.703
0,9.4,0.685
0,8.3,0.668
0,6.1,0.656
0,7.8,0.636
0.046,7.8,0.566
0.183,3.9,0.6
0.347,2.8,0.623
0.485,5,0.599
0.593,11.1,0.576
0.643,13.9,0.569
0.647,15.6,0.578
0.607,17.2,0.591
0.52,18.9,0.601
0.39,20,0.61
0.23,21.7,0.634
0.079,23.3,0.687
0.004,23.3,0.724
0,23.9,0.72
0,23.9,0.701
0,22.8,0.691
0,21.1,0.7
0,18.3,0.727
0,16.7,0.754
0,12.8,0.759
0,8.9,0.753
0,8.3,0.732
0,7.2,0.697
0,5,0.651
0.046,5.6,0.567
0.18,5,0.606
0.339,3.9,0.668
0.475,6.1,0.68
0.575,10,0.684
0.626,13.9,0.692
0.631,16.7,0.697
0.598,18.9,0.697
0.511,21.1,0.695
0.383,23.3,0.702
0.227,24.4,0.73
0.079,23.3,0.774
0.004,24.4,0.799
0,23.9,0.803
0,22.2,0.8
0,20,0.808
0,17.8,0.806
0,13.9,0.832
0,11.7,0.841
0,10.6,0.847
0,10.6,0.852
0,11.1,0.857
0,11.7,0.857
0,11.7,0.844
0.046,11.7,0.8
0.155,11.7,0.853
0.291,11.7,0.856
0.424,11.7,0.853
0.533,12.2,0.858
0.593,13.9,0.87
0.617,15,0.882
0.588,16.1,0.89
0.503,17.2,0.893
0.375,17.8,0.895
0.222,17.8,0.895
0.081,15.6,0.885
0.004,13.9,0.856
0,13.9,0.834
0,13.9,0.831
0,12.8,0.835
0,12.2,0.849
0,11.7,0.853
0,11.1,0.856
0,10,0.851
0,10,0.848
0,10,0.878
0,10,0.857
0,9.4,0.84
0.046,9.4,0.8
0.177,9.4,0.84
0.33,10,0.866
0.462,10,0.882
0.557,11.1,0.896
0.609,12.2,0.91
0.616,12.2,0.923
0.589,12.2,0.929
0.508,10.6,0.924
0.385,10.6,0.914
0.23,10,0.894
0.081,10,0.87
0.005,9.4,0.82
0,9.4,0.765
0,8.9,0.749
0,7.8,0.759
0,6.7,0.711
0,5.6,0.692
0,6.1,0.708
0,5.6,0.725
0,5.6,0.736
0,5,0.757
0,5,0.792
0,5,0.775
0.049,5,0.744
0.179,5,0.806
0.322,5.6,0.842
0.441,5.6,0.854
0.53,6.1,0.86
0.57,7.2,0.869
0.572,8.9,0.867
0.534,9.4,0.869
0.395,11.7,0.869
0.269,12.2,0.856
0.175,12.8,0.833
0.065,14.4,0.792
0.002,14.4,0.721
0,12.8,0.676
0,12.2,0.658
0,10.6,0.621
0,10.6,0.602
0,8.3,0.61
0,7.8,0.615
0,7.8,0.586
0,7.8,0.54
0,7.8,0.485
0,5.6,0.475
0,6.7,0.488
0.048,5.6,0.495
0.181,6.7,0.619
0.331,6.7,0.69
0.459,7.8,0.739
0.548,9.4,0.772
0.594,11.1,0.796
0.588,12.2,0.816
0.57,12.2,0.827
0.497,12.2,0.831
0.377,13.3,0.834
0.228,13.9,0.829
0.082,14.4,0.807
0.004,14.4,0.736
0,15,0.64
0,14.4,0.614
0,13.9,0.603
0,13.9,0.592
0,10.6,0.572
0,8.9,0.551
0,7.2,0.539
0,6.1,0.532
0,4.4,0.52
0,4.4,0.478
0,4.4,0.444
0.033,4.4,0.389
0.124,4.4,0.454
0.244,6.7,0.491
0.388,6.7,0.494
0.524,7.8,0.503
0.602,11.1,0.513
0.619,12.8,0.525
0.581,13.9,0.526
0.492,15.6,0.522
0.376,16.7,0.519
0.228,16.7,0.518
0.084,17.8,0.514
0.005,17.2,0.498
0,18.3,0.47
0,18.9,0.441
0,16.7,0.419
0,15,0.426
0,10.6,0.461
0,7.8,0.496
0,8.3,0.504
0,6.1,0.498
0,6.7,0.488
0,5,0.481
0,3.3,0.476
0.045,4.4,0.424
0.181,3.9,0.494
0.339,3.9,0.55
0.474,5,0.568
0.568,7.2,0.556
0.622,10,0.514
0.638,11.7,0.457
0.603,12.2,0.425
0.521,13.3,0.433
0.393,13.3,0.466
0.232,15,0.505
0.076,15,0.541
0.005,15,0.549
0,14.4,0.502
0,13.9,0.464
0,13.9,0.455
0,11.7,0.461
0,11.1,0.473
0,10.6,0.484
0,9.4,0.46
0,8.3,0.413
0,8.9,0.374
0,7.8,0.346
0,7.8,0.323
0.048,8.3,0.274
0.174,7.2,0.274
0.325,7.8,0.259
0.461,7.8,0.22
0.559,8.9,0.192
0.618,10.6,0.182
0.624,11.1,0.191
0.58,13.3,0.215
0.5,14.4,0.271
0.374,15.6,0.343
0.221,15.6,0.431
0.079,15.6,0.547
0.005,15.6,0.626
0,15.6,0.615
0,15,0.568
0,15,0.526
0,13.3,0.515
0,12.8,0.523
0,11.7,0.529
0,10,0.501
0,8.9,0.446
0,8.9,0.382
0,8.3,0.311
0,8.3,0.236
0.045,7.8,0.155
0.17,7.8,0.132
0.317,6.7,0.16
0.427,7.2,0.167
0.519,7.8,0.148
0.575,8.9,0.131
0.602,11.1,0.123
0.576,11.1,0.136
0.496,11.7,0.17
0.374,13.9,0.219
0.223,13.9,0.279
0.078,14.4,0.374
0.006,8.3,0.476
0,10,0.519
0,10,0.526
0,9.4,0.538
0,9.4,0.547
0,8.3,0.541
0,6.7,0.514
0,7.2,0.457
0,6.7,0.364
0,7.2,0.256
0,7.2,0.17
0,6.7,0.12
0.048,6.7,0.075
0.171,6.7,0.036
0.319,5,0.029
0.451,6.7,0.03
0.543,8.3,0.049
0.593,9.4,0.084
0.602,11.7,0.136
0.572,12.2,0.209
0.492,10.6,0.305
0.37,12.8,0.416
0.219,11.7,0.55
0.079,12.2,0.676
0.006,15,0.726
0,14.4,0.705
0,15,0.664
0,15,0.626
0,13.3,0.582
0,10.6,0.536
0,8.3,0.494
0,7.2,0.454
0,6.1,0.414
0,7.2,0.374
0,4.4,0.332
0,5.6,0.283
0.046,5,0.196
0.179,6.1,0.116
0.333,5.6,0.105
0.466,8.3,0.095
0.567,10.6,0.071
0.612,12.2,0.031
0.619,13.3,0.007
0.58,12.2,0.002
0.498,15,0.006
0.376,15.6,0.035
0.222,15,0.132
0.076,15,0.331
0.006,15,0.479
0,15,0.464
0,13.9,0.404
0,13.3,0.367
0,13.3,0.341
0,11.7,0.319
0,10,0.285
0,8.9,0.242
0,8.3,0.201
0,7.8,0.168
0,8.3,0.147
0,7.8,0.133
0.048,7.8,0.115
0.173,7.8,0.095
0.309,8.3,0.076
0.442,8.9,0.05
0.544,9.4,0.031
0.596,10.6,0.028
0.614,11.7,0.035
0.574,12.8,0.049
0.494,12.8,0.063
0.37,12.2,0.074
0.223,12.8,0.075
0.077,12.2,0.081
0.007,12.2,0.121
0,12.2,0.17
0,12.2,0.204
0,11.7,0.224
0,11.7,0.24
0,11.1,0.259
0,10.6,0.268
0,9.4,0.261
0,8.9,0.249
0,8.3,0.247
0,7.8,0.257
0,7.8,0.278
0.046,7.2,0.292
0.161,6.7,0.296
0.296,4.4,0.281
0.428,5.6,0.264
0.538,8.3,0.238
0.601,9.4,0.219
0.617,10.6,0.21
0.583,12.2,0.218
0.503,12.2,0.236
0.382,11.1,0.26
0.228,11.1,0.292
0.077,11.1,0.341
0.007,10.6,0.399
0,13.3,0.426
0,15,0.428
0,13.3,0.435
0,8.9,0.454
0,8.3,0.47
0,8.9,0.487
0,7.8,0.503
0,7.8,0.505
0,7.8,0.501
0,7.8,0.488
0,8.3,0.468
0.045,8.3,0.432
0.166,7.8,0.401
0.319,7.8,0.38
0.469,7.8,0.361
0.569,8.3,0.343
0.619,8.9,0.317
0.627,9.4,0.3
0.594,11.1,0.296
0.51,11.7,0.297
0.381,12.2,0.312
0.22,11.7,0.346
0.079,11.1,0.386
0.007,12.2,0.419
0,11.7,0.436
0,11.1,0.448
0,10.6,0.463
0,10,0.473
0,10,0.471
0,9.4,0.457
0,9.4,0.449
0,9.4,0.432
0,9.4,0.414
0,8.9,0.389
0,8.9,0.368
0.049,8.9,0.328
0.162,8.9,0.323
0.288,8.9,0.332
0.384,9.4,0.337
0.452,10,0.339
0.522,10.6,0.341
0.556,11.7,0.355
0.538,12.2,0.386
0.471,13.3,0.428
0.368,12.8,0.474
0.224,13.9,0.505
0.082,13.9,0.535
0.007,14.4,0.55
0,15.6,0.546
0,15,0.564
0,14.4,0.562
0,14.4,0.55
0,13.3,0.544
0,11.7,0.528
0,10,0.493
0,8.9,0.455
0,8.3,0.422
0,7.2,0.395
0,6.7,0.371
0.048,5,0.337
0.166,5,0.383
0.31,4.4,0.459
0.434,6.7,0.501
0.532,10,0.51
0.587,13.3,0.5
0.596,15.6,0.481
0.562,16.7,0.459
0.487,15.6,0.454
0.368,17.2,0.482
0.221,16.7,0.551
0.079,18.3,0.645
0.007,18.9,0.714
0,17.2,0.714
0,17.8,0.708
0,17.2,0.714
0,16.7,0.711
0,16.1,0.699
0,13.9,0.672
0,12.8,0.635
0,10,0.595
0,9.4,0.568
0,8.3,0.556
0,7.8,0.55
0.049,7.8,0.512
0.16,6.7,0.504
0.278,6.1,0.547
0.383,7.8,0.576
0.47,10.6,0.592
0.475,14.4,0.572
0.453,16.7,0.544
0.416,17.8,0.531
0.351,20,0.529
0.264,20.6,0.547
0.161,21.1,0.581
0.066,21.7,0.627
0.004,22.2,0.652
0,22.8,0.668
0,22.2,0.682
0,21.7,0.707
0,20,0.727
0,18.9,0.731
0,17.8,0.726
0,16.3,0.713
0,14.8,0.692
0,13.3,0.667
0,11.7,0.636
0,10.2,0.596
0.045,8.7,0.513
0.147,7.2,0.507
0.25,7.8,0.484
0.328,8.3,0.47
0.391,10,0.465
0.417,12.8,0.474
0.414,14.4,0.501
0.397,12.2,0.507
0.385,14.4,0.479
0.314,17.8,0.432
0.204,18.3,0.394
0.085,16.7,0.379
0.007,17.8,0.401
0,18.3,0.447
0,17.2,0.491
0,16.7,0.532
0,17.2,0.562
0,14.4,0.59
0,11.1,0.607
0,8.3,0.605
0,8.3,0.587
0,6.7,0.544
0,6.1,0.494
0,5.6,0.459
0.036,5.6,0.423
0.121,5,0.46
0.22,5,0.524
0.323,7.2,0.57
0.403,11.7,0.609
0.454,13.9,0.63
0.476,15.6,0.63
0.471,17.2,0.62
0.431,18.3,0.618
0.332,19.4,0.616
0.2,20.6,0.627
0.083,20.6,0.651
0.007,21.1,0.657
0,21.7,0.653
0,20.6,0.683
0,20,0.724
0,19.4,0.75
0,15.6,0.756
0,15,0.749
0,12.8,0.733
0,12.2,0.718
0,10.6,0.708
0,10,0.697
0,8.9,0.682
0.044,7.8,0.639
0.156,7.2,0.692
0.302,6.7,0.728
0.442,7.8,0.755
0.539,11.7,0.778
0.587,15,0.791
0.597,16.7,0.788
0.56,18.9,0.783
0.482,21.1,0.779
0.361,22.2,0.773
0.219,20.6,0.765
0.083,20.6,0.748
0.007,21.1,0.717
0,21.1,0.704
0,19.4,0.653
0,18.3,0.663
0,17.2,0.666
0,14.4,0.672
0,13.3,0.683
0,12.8,0.703
0,12.2,0.723
0,12.2,0.783
0,11.1,0.774
0,10.6,0.75
0.049,10.6,0.707
0.168,10.6,0.701
0.314,10.6,0.721
0.437,11.7,0.743
0.544,13.3,0.758
0.602,13.9,0.777
0.612,14.4,0.786
0.574,15.6,0.78
0.496,15,0.757
0.375,16.1,0.719
0.224,17.2,0.661
0.076,18.9,0.594
0.008,18.3,0.513
0,17.2,0.453
0,16.7,0.432
0,16.7,0.443
0,15.6,0.457
0,12.8,0.479
0,11.1,0.485
0,10,0.466
0,9.4,0.447
0,8.9,0.434
0,8.9,0.445
0,8.3,0.479
0.054,7.8,0.502
0.17,8.3,0.571
0.292,7.8,0.59
0.409,9.4,0.598
0.507,11.1,0.605
0.557,13.3,0.599
0.537,15,0.581
0.475,15.6,0.552
0.388,16.7,0.505
0.297,17.2,0.45
0.197,16.1,0.401
0.086,15.6,0.359
0.008,14.4,0.315
0,13.9,0.265
0,13.3,0.254
0,12.2,0.255
0,12.2,0.255
0,12.2,0.253
0,11.7,0.245
0,11.7,0.238
0,11.7,0.235
0,11.1,0.201
0,11.1,0.169
0,11.1,0.157
0.052,10.6,0.153
0.161,10.6,0.184
0.276,10,0.187
0.375,10.6,0.177
0.448,11.7,0.142
0.494,11.7,0.107
0.508,14.4,0.093
0.488,12.8,0.097
0.431,16.1,0.111
0.332,12.8,0.133
0.208,13.9,0.171
0.086,16.1,0.209
0.008,13.9,0.237
0,14.4,0.249
0,13.9,0.255
0,14.4,0.275
0,11.7,0.292
0,10.6,0.29
0,10,0.281
0,10,0.27
0,9.4,0.27
0,8.9,0.284
0,8.9,0.294
0,8.3,0.298
0.035,8.3,0.293
0.119,8.9,0.297
0.229,7.8,0.255
0.328,10,0.188
0.41,10,0.124
0.456,10.6,0.081
0.472,12.8,0.063
0.455,15,0.073
0.394,16.7,0.101
0.301,16.7,0.142
0.183,13.9,0.199
0.072,13.9,0.268
0.004,16.1,0.342
0,17.2,0.395
0,16.1,0.436
0,15.6,0.474
0,15.6,0.488
0,11.1,0.494
0,10,0.479
0,8.9,0.456
0,7.8,0.418
0,6.7,0.376
0,5.6,0.337
0,5.6,0.296
0.04,5.6,0.256
0.134,3.3,0.262
0.258,3.9,0.258
0.367,7.2,0.256
0.455,8.9,0.274
0.508,12.2,0.309
0.509,15.6,0.353
0.469,16.7,0.397
0.413,17.8,0.418
0.325,19.4,0.423
0.208,20,0.425
0.087,21.7,0.447
0.008,22.2,0.494
0,21.1,0.538
0,20.6,0.581
0,19.4,0.624
0,18.3,0.669
0,17.2,0.7
0,16.1,0.715
0,13.3,0.716
0,12.2,0.703
0,10.6,0.674
0,8.9,0.635
0,7.8,0.592
0.053,8.3,0.516
0.166,6.7,0.488
0.296,7.2,0.506
0.417,11.1,0.526
0.511,13.9,0.526
0.556,16.7,0.504
0.537,18.3,0.505
0.492,20,0.547
0.427,21.7,0.63
0.333,22.2,0.724
0.21,23.3,0.797
0.084,22.8,0.83
0.008,23.3,0.824
0,23.9,0.809
0,22.8,0.803
0,23.9,0.799
0,22.2,0.797
0,18.9,0.799
0,17.2,0.806
0,13.9,0.815
0,12.8,0.804
0,11.7,0.788
0,10.6,0.76
0,10.6,0.732
0.054,9.4,0.725
0.17,8.9,0.776
0.301,10.6,0.8
0.411,11.7,0.798
0.473,12.2,0.777
0.507,12.8,0.757
0.507,16.7,0.748
0.468,20,0.741
0.4,22.2,0.736
0.305,23.3,0.741
0.187,25.6,0.767
0.078,26.1,0.788
0.007,26.7,0.8
0,25.6,0.79
0,25,0.769
0,24.4,0.769
0,22.8,0.779
0,21.7,0.782
0,20,0.789
0,18.9,0.8
0,17.2,0.806
0,15.6,0.775
0,14.4,0.755
0,12.2,0.741
0.046,11.1,0.71
0.148,11.1,0.783
0.272,11.7,0.837
0.398,12.2,0.854
0.49,13.3,0.856
0.535,14.4,0.846
0.538,17.8,0.816
