sol_irr,T_amb,wind_pow
0.713,10,0.731
0.661,10,0.733
0.554,10,0.748
0.383,7.8,0.751
0.15,6.1,0.724
0,5.6,0.63
0,6.7,0.592
0,7.2,0.574
0,7.8,0.582
0,7.8,0.596
0,7.8,0.692
0,8.3,0.781
0,8.3,0.809
0,7.8,0.842
0,7.8,0.846
0,7.8,0.845
0,7.8,0.849
0,7.8,0.86
0.004,7.8,0.882
0.158,7.8,0.914
0.442,8.3,0.945
0.621,8.9,0.942
0.723,9.4,0.93
0.776,9.4,0.91
0.764,9.4,0.901
0.7,9.4,0.897
0.578,9.4,0.884
0.393,8.9,0.872
0.143,8.3,0.852
0,8.3,0.781
0,8.3,0.731
0,7.8,0.715
0,7.8,0.679
0,7.8,0.668
0,7.8,0.661
0,7.8,0.651
0,7.8,0.668
0,6.7,0.697
0,6.7,0.696
0,6.7,0.642
0,6.7,0.597
0,7.2,0.544
0.008,7.2,0.482
0.211,7.8,0.348
0.449,8.9,0.331
0.612,10,0.305
0.709,11.1,0.256
0.762,11.1,0.207
0.752,11.1,0.151
0.689,10.6,0.118
0.566,10.6,0.124
0.383,10.6,0.191
0.137,10,0.39
0,9.4,0.494
0,9.4,0.448
0,9.4,0.401
0,9.4,0.365
0,9.4,0.315
0,8.9,0.259
0,9.4,0.201
0,8.3,0.157
0,6.7,0.125
0,5.6,0.118
0,5.6,0.126
0,6.1,0.136
0,6.1,0.144
0.006,6.1,0.147
0.195,6.7,0.129
0.437,7.2,0.104
0.605,8.3,0.121
0.705,8.9,0.123
0.749,9.4,0.108
0.738,9.4,0.079
0.676,9.4,0.065
0.559,8.9,0.084
0.375,7.2,0.147
0.128,5.6,0.307
0,4.4,0.458
0,3.9,0.504
0,3.9,0.561
0,3.9,0.602
0,1.7,0.579
0,4.4,0.555
0,5,0.496
0,5,0.367
0,5,0.262
0,5,0.235
0,5,0.227
0,5,0.253
0,5,0.429
0.006,5,0.574
0.171,4.4,0.532
0.424,5,0.571
0.619,5.6,0.439
0.729,6.1,0.296
0.77,6.7,0.26
0.761,6.7,0.288
0.701,7.2,0.296
0.589,5.6,0.293
0.415,4.4,0.312
0.167,2.8,0.367
0,2.2,0.416
0,1.7,0.408
0,1.1,0.38
0,2.8,0.393
0,3.3,0.426
0,3.9,0.474
0,7.8,0.468
0,7.2,0.417
0,7.2,0.362
0,6.7,0.323
0,6.7,0.285
0,7.2,0.232
0,7.8,0.169
0.002,7.8,0.109
0.124,8.3,0.056
0.337,8.3,0.022
0.547,8.3,0.004
0.704,10,0.005
0.746,9.4,0.015
0.734,8.3,0.023
0.669,8.3,0.027
0.482,7.8,0.052
0.141,6.7,0.104
0.023,6.1,0.179
0,5.6,0.218
0,5.6,0.201
0,5,0.16
0,5.6,0.12
0,5.6,0.13
0,4.4,0.163
0,4.4,0.112
0,4.4,0.09
0,4.4,0.1
0,3.3,0.069
0,3.3,0.037
0,3.3,0.028
0,2.8,0.06
0.004,3.3,0.169
0.134,3.9,0.313
0.367,5,0.27
0.575,6.1,0.192
0.693,5.6,0.175
0.738,4.4,0.132
0.738,5,0.076
0.677,5,0.033
0.554,5.6,0.009
0.366,4.4,0.012
0.115,3.9,0.136
0,2.8,0.325
0,3.3,0.402
0,3.9,0.404
0,3.3,0.391
0,4.4,0.377
0,4.4,0.355
0,5,0.315
0,3.9,0.285
0,3.9,0.291
0,3.9,0.308
0,2.8,0.321
0,3.3,0.323
0,3.9,0.309
0.005,4.4,0.291
0.205,5.6,0.241
0.452,6.7,0.126
0.606,7.2,0.054
0.65,7.2,0.031
0.629,7.8,0.022
0.6,7.2,0.017
0.536,6.7,0.007
0.489,6.1,0.008
0.357,6.1,0.089
0.115,5.6,0.316
0,5.6,0.504
0,5,0.492
0,4.4,0.432
0,3.9,0.378
0,3.9,0.32
0,3.9,0.278
0,3.9,0.251
0,3.9,0.234
0,3.9,0.232
0,3.9,0.236
0,3.3,0.247
0,3.9,0.254
0,3.9,0.264
0.004,3.9,0.292
0.201,5,0.294
0.449,6.7,0.168
0.617,6.7,0.061
0.711,8.9,0.066
0.744,8.3,0.091
0.733,9.4,0.095
0.671,7.8,0.108
0.552,7.2,0.14
0.37,5,0.204
0.121,4.4,0.35
0,3.9,0.454
0,2.2,0.449
0,1.1,0.408
0,0.6,0.367
0,1.7,0.332
0,2.8,0.302
0,2.8,0.278
0,2.8,0.256
0,3.9,0.241
0,3.9,0.233
0,3.9,0.238
0,3.9,0.255
0,3.9,0.281
0.005,5,0.302
0.206,6.1,0.272
0.443,7.2,0.144
0.602,8.9,0.104
0.687,8.9,0.179
0.718,9.4,0.123
0.701,10.6,0.082
0.634,10.6,0.093
0.513,9.4,0.145
0.327,7.2,0.249
0.093,5,0.433
0,4.4,0.562
0,3.3,0.581
0,0,0.552
0,1.7,0.513
0,-0.6,0.456
0,-1.1,0.381
0,0,0.311
0,-1.1,0.255
0,-1.7,0.23
0,-2.8,0.243
0,-1.7,0.28
0,-1.7,0.311
0,-2.8,0.308
0.004,-2.2,0.269
0.214,0,0.192
0.463,2.2,0.145
0.63,4.4,0.113
0.728,7.8,0.099
0.763,9.4,0.108
0.754,10.6,0.126
0.696,11.1,0.151
0.586,8.9,0.167
0.413,4.4,0.155
0.156,2.8,0.202
0,0.6,0.264
0,1.7,0.313
0,0,0.343
0,0.6,0.323
0,1.1,0.266
0,1.1,0.208
0,0,0.154
0,0,0.107
0,-1.7,0.074
0,-1.7,0.063
0,-0.6,0.07
0,-1.1,0.084
0,-1.1,0.095
0.004,0,0.093
0.211,0.6,0.074
0.469,3.9,0.051
0.645,5,0.058
0.742,6.7,0.041
0.781,8.3,0.025
0.768,8.9,0.011
0.705,8.9,0.01
0.576,7.2,0.043
0.382,5.6,0.093
0.116,3.3,0.219
0,2.2,0.338
0,1.7,0.323
0,0.6,0.26
0,1.7,0.212
0,1.7,0.186
0,1.1,0.16
0,1.1,0.124
0,1.1,0.088
0,1.7,0.063
0,0.6,0.051
0,0.6,0.049
0,1.1,0.051
0,0.6,0.057
0.004,1.1,0.061
0.219,2.2,0.062
0.472,3.3,0.051
0.641,3.9,0.041
0.74,4.4,0.024
0.784,6.7,0.008
0.77,8.3,0.002
0.708,8.3,0.001
0.59,7.8,0.011
0.41,4.4,0.103
0.147,2.2,0.284
0,1.1,0.433
0,0.6,0.416
0,-1.1,0.339
0,0,0.264
0,0.8,0.219
0,1.8,0.2
0,2.7,0.214
0,3.7,0.269
0,4.6,0.328
0,5.6,0.348
0,5.6,0.323
0,5.6,0.27
0,5,0.208
0.001,4.4,0.144
0.108,5.6,0.093
0.332,7.2,0.103
0.587,8.3,0.131
0.717,8.3,0.167
0.762,8.9,0.195
0.757,8.3,0.208
0.702,8.3,0.219
0.59,7.8,0.236
0.407,6.7,0.242
0.146,5,0.211
0,2.2,0.165
0,0.6,0.11
0,0.6,0.083
0,2.8,0.093
0,0,0.134
0,0.6,0.178
0,1.1,0.223
0,-0.6,0.265
0,-1.7,0.305
0,-3.3,0.334
0,-3.3,0.35
0,-3.3,0.346
0,-3.3,0.324
0.003,-1.7,0.289
0.205,-0.6,0.219
0.425,1.1,0.271
0.575,2.8,0.295
0.657,4.4,0.298
0.7,7.2,0.311
0.715,7.2,0.337
0.651,7.2,0.371
0.528,6.1,0.407
0.342,3.9,0.435
0.103,3.9,0.408
0,1.7,0.34
0,0.6,0.288
0,-0.6,0.241
0,-1.7,0.192
0,-2.2,0.146
0,-2.2,0.12
0,-2.8,0.119
0,-3.9,0.116
0,-5,0.118
0,-4.4,0.116
0,-4.4,0.102
0,-5,0.089
0,-4.4,0.073
0.001,-4.4,0.058
0.122,-2.8,0.043
0.32,0.6,0.041
0.56,2.8,0.04
0.644,4.4,0.044
0.694,5.6,0.053
0.688,7.2,0.066
0.617,6.7,0.081
0.486,3.9,0.096
0.318,2.2,0.109
0.07,0.6,0.132
0,-1.1,0.171
0,-1.7,0.142
0,-2.2,0.093
0,-2.2,0.064
0,-1.7,0.052
0,-1.7,0.045
0,-1.7,0.047
0,-2.2,0.062
0,-1.1,0.076
0,-1.1,0.087
0,-1.1,0.111
0,-1.1,0.149
0,-0.6,0.193
0.003,0,0.245
0.209,0.6,0.261
0.443,1.7,0.251
0.609,2.2,0.367
0.693,2.8,0.481
0.736,4.4,0.571
0.726,4.4,0.615
0.666,4.4,0.624
0.543,3.9,0.615
0.36,4.4,0.591
0.101,4.4,0.538
0,3.3,0.515
0,3.3,0.464
0,2.8,0.395
0,3.3,0.335
0,3.3,0.324
0,2.8,0.378
0,2.8,0.468
0,2.8,0.556
0,2.8,0.617
0,2.8,0.648
0,3.3,0.667
0,2.8,0.677
0,2.8,0.675
0.002,2.8,0.672
0.167,3.3,0.605
0.404,3.3,0.639
0.561,4.4,0.675
0.652,4.4,0.633
0.684,4.4,0.582
0.666,4.4,0.521
0.603,4.4,0.45
0.485,4.4,0.375
0.249,4.4,0.305
0.05,3.9,0.253
0,3.9,0.236
0,3.9,0.199
0,3.9,0.148
0,3.3,0.103
0,2.2,0.066
0,2.8,0.046
0,1.1,0.042
0,0.6,0.042
0,-1.1,0.041
0,-1.7,0.045
0,-1.1,0.059
0,-1.1,0.068
0,-0.6,0.063
0.002,-0.6,0.063
0.117,-1.1,0.074
0.167,-0.6,0.073
0.24,1.1,0.086
0.511,2.8,0.122
0.515,3.3,0.163
0.588,3.3,0.203
0.482,3.9,0.238
0.342,3.9,0.243
0.227,2.8,0.225
0.072,1.7,0.182
0,2.2,0.144
0,2.2,0.111
0,2.2,0.071
0,2.2,0.045
0,1.7,0.037
0,1.7,0.031
0,1.7,0.032
0,1.7,0.041
0,1.7,0.061
0,1.7,0.103
0,1.7,0.165
0,1.7,0.22
0,1.7,0.269
0.002,1.1,0.325
0.185,1.7,0.34
0.354,1.7,0.262
0.42,1.7,0.305
0.378,2.2,0.42
0.278,2.2,0.495
0.235,2.2,0.511
0.225,2.2,0.487
0.208,2.8,0.483
0.095,2.2,0.457
0.008,2.2,0.447
0,2.2,0.501
0,2.2,0.566
0,2.2,0.577
0,2.2,0.538
0,1.7,0.508
0,1.7,0.466
0,2.2,0.449
0,2.2,0.441
0,2.8,0.421
0,2.8,0.403
0,2.8,0.4
0,2.8,0.443
0,3.3,0.504
0,3.3,0.511
0.057,3.3,0.447
0.149,4.4,0.372
0.237,5,0.435
0.285,5,0.476
0.291,5.6,0.494
0.242,5.6,0.525
0.192,5,0.54
0.154,3.9,0.528
0.092,2.2,0.464
0.021,1.7,0.368
0,0,0.362
0,-1.1,0.343
0,-2.8,0.32
0,-1.7,0.327
0,-2.8,0.354
0,-2.8,0.388
0,-2.8,0.413
0,-3.3,0.4
0,-4.4,0.379
0,-3.9,0.388
0,-4.4,0.385
0,-4.4,0.324
0,-5,0.274
0,-4.4,0.261
0.036,-3.9,0.245
0.102,0,0.195
0.279,0,0.147
0.521,2.2,0.119
0.642,4.4,0.126
0.589,5,0.144
0.339,6.1,0.137
0.147,5.6,0.101
0.067,1.1,0.084
0.021,-0.6,0.13
0,-1.1,0.173
0,-2.2,0.142
0,-2.2,0.083
0,-2.2,0.052
0,-2.8,0.059
0,-4.4,0.079
0,-3.9,0.088
0,-4.4,0.084
0,-4.4,0.113
0,-4.4,0.177
0,-5.6,0.2
0,-5,0.204
0,-5,0.214
0.002,-6.1,0.199
0.199,-4.4,0.145
0.437,-1.7,0.068
0.595,0,0.003
0.689,3.3,0
0.729,6.1,0
0.717,6.7,0
0.642,6.1,0
0.436,5,0.001
0.173,0.6,0.063
0.029,-1.1,0.2
0,-1.7,0.302
0,-2.8,0.293
0,-2.8,0.259
0,-1.7,0.212
0,-1.1,0.178
0,-1.1,0.174
0,-2.8,0.189
0,-1.7,0.191
0,-2.8,0.171
0,-2.8,0.153
0,-2.2,0.13
0,-1.1,0.105
0,-1.7,0.09
0,-1.1,0.082
0.145,0.6,0.048
0.287,1.1,0.002
0.338,2.2,0.008
0.22,2.8,0.008
0.244,3.3,0.006
0.423,3.9,0.013
0.625,2.8,0.019
0.537,3.3,0.031
0.357,2.8,0.061
0.11,2.8,0.131
0,3.3,0.211
0,3.3,0.24
0,3.3,0.245
0,3.3,0.23
0,3.9,0.196
0,3.9,0.159
0,3.9,0.128
0,3.9,0.107
0,3.9,0.097
0,3.9,0.102
0,3.9,0.117
0,3.9,0.134
0,3.9,0.152
0.002,3.9,0.166
0.211,4.4,0.155
0.451,5,0.118
0.603,5.6,0.132
0.695,6.1,0.114
0.725,6.7,0.081
0.687,6.7,0.062
0.567,6.7,0.067
0.396,6.1,0.084
0.222,6.1,0.124
0.07,5.6,0.226
0,5.6,0.318
0,5.6,0.31
0,5.6,0.276
0,5.6,0.245
0,5.6,0.214
0,5,0.192
0,5,0.18
0,5,0.179
0,5,0.192
0,5,0.217
0,5,0.227
0,5,0.218
0,5,0.204
0.001,5,0.202
0.175,5,0.183
0.419,5.6,0.112
0.587,6.1,0.05
0.672,6.7,0.019
0.684,8.9,0.001
0.672,8.9,0.001
0.637,8.3,0.011
0.532,7.8,0.02
0.358,7.2,0.023
0.116,6.7,0.055
0,6.7,0.089
0,5,0.106
0,4.4,0.103
0,6.1,0.094
0,7.2,0.084
0,7.8,0.061
0,7.8,0.053
0,7.8,0.062
0,7.8,0.075
0,7.8,0.09
0,7.8,0.119
0,7.8,0.172
0,7.2,0.243
0,7.2,0.317
0.079,7.8,0.348
0.219,7.8,0.254
0.416,7.8,0.176
0.625,8.9,0.259
0.642,8.9,0.363
0.483,8.9,0.413
0.296,8.9,0.429
0.188,8.3,0.4
0.135,8.3,0.367
0.054,8.9,0.338
0,8.3,0.302
0,8.3,0.24
0,8.3,0.166
0,7.8,0.105
0,7.8,0.097
0,7.2,0.112
0,5.6,0.126
0,5.6,0.147
0,5.6,0.243
0,3.3,0.361
0,2.8,0.363
0,2.8,0.334
0,3.3,0.32
0,2.2,0.293
0.174,2.8,0.238
0.418,4.4,0.229
0.611,5.6,0.233
0.717,6.1,0.264
0.752,6.7,0.311
0.742,7.8,0.362
0.671,8.9,0.384
0.548,7.8,0.367
0.282,3.9,0.334
0.059,3.3,0.281
0,1.7,0.233
0,1.7,0.187
0,1.1,0.167
0,1.1,0.185
0,1.1,0.209
0,2.8,0.225
0,3.3,0.234
0,3.9,0.231
0,5,0.223
0,5,0.219
0,5,0.223
0,5,0.219
0,5,0.188
0,4.4,0.152
0.054,5,0.125
0.185,5,0.155
0.31,5,0.196
0.388,5.6,0.192
0.524,5.6,0.193
0.623,5,0.201
0.6,5,0.218
0.501,4.4,0.237
0.31,2.8,0.256
0.077,2.2,0.283
0,2.8,0.314
0,2.8,0.291
0,2.8,0.241
0,2.8,0.185
0,2.2,0.144
0,2.2,0.112
0,2.2,0.088
0,1.7,0.083
0,1.7,0.092
0,1.1,0.1
0,1.1,0.111
0,1.1,0.132
0,1.1,0.133
0.001,1.1,0.118
0.169,0.6,0.109
0.365,0.6,0.137
0.518,1.1,0.171
0.616,2.2,0.16
0.678,5,0.139
0.738,6.7,0.117
0.679,6.7,0.105
0.561,5.6,0.101
0.376,3.3,0.101
0.119,1.1,0.137
0,-0.6,0.201
0,-1.7,0.248
0,-1.7,0.272
0,-2.2,0.274
0,-2.2,0.265
0,-2.8,0.258
0,-3.3,0.256
0,-2.8,0.264
0,-2.2,0.29
0,-2.2,0.318
0,-2.2,0.328
0,-2.2,0.317
0,-2.8,0.3
0.002,-2.2,0.285
0.238,-1.1,0.254
0.485,0,0.173
0.647,1.1,0.136
0.74,2.2,0.16
0.769,2.2,0.167
0.756,2.2,0.129
0.692,2.8,0.08
0.567,2.8,0.042
0.378,2.2,0.02
0.12,1.1,0.017
0,1.1,0.039
0,1.1,0.083
0,1.1,0.133
0,1.7,0.196
0,1.7,0.269
0,1.7,0.331
0,2.2,0.379
0,2.2,0.433
0,2.2,0.498
0,1.7,0.568
0,2.2,0.63
0,2.2,0.674
0,1.7,0.707
0.001,1.1,0.72
0.228,2.8,0.669
0.484,5,0.522
0.652,5.6,0.412
0.745,6.7,0.527
0.767,7.2,0.571
0.749,7.2,0.519
0.676,7.8,0.427
0.549,6.1,0.311
0.351,4.4,0.196
0.095,2.8,0.157
0,1.7,0.187
0,0.6,0.294
0,0,0.453
0,-1.1,0.61
0,-1.7,0.716
0,-1.1,0.762
0,-1.1,0.77
0,-1.7,0.765
0,-1.1,0.758
0,-2.2,0.757
0,-2.2,0.756
0,-1.1,0.746
0,-1.1,0.714
0.001,-0.6,0.685
0.218,0,0.621
0.477,0.6,0.466
0.644,1.1,0.341
0.732,2.8,0.452
0.763,4.4,0.529
0.712,5.6,0.42
0.597,5,0.341
0.476,4.4,0.303
0.339,3.3,0.236
0.11,3.9,0.205
0,3.3,0.205
0,3.3,0.22
0,3.3,0.243
0,3.3,0.273
0,3.3,0.311
0,3.3,0.346
0,3.3,0.382
0,3.3,0.425
0,3.9,0.484
0,4.4,0.556
0,5.6,0.592
0,6.1,0.599
0,6.7,0.571
0,6.7,0.53
0.184,7.2,0.454
0.436,7.8,0.277
0.609,8.3,0.155
0.71,10,0.125
0.772,10,0.172
0.758,10.6,0.145
0.692,10,0.135
0.57,10,0.153
0.38,10,0.174
0.124,10,0.22
0,9.4,0.281
0,9.4,0.328
0,8.9,0.35
0,8.3,0.361
0,6.7,0.374
0,5.6,0.392
0,5.6,0.404
0,6.7,0.398
0,7.2,0.369
0,7.8,0.343
0,8.3,0.328
0,7.8,0.332
0,8.9,0.363
0.001,7.8,0.416
0.22,8.3,0.444
0.469,9.4,0.321
0.634,10,0.187
0.729,10,0.163
0.77,8.9,0.212
0.756,8.9,0.144
0.689,8.9,0.084
0.569,8.9,0.069
0.378,8.9,0.093
0.121,8.9,0.17
0,9.4,0.266
0,9.4,0.328
0,8.9,0.349
0,9.4,0.36
0,8.9,0.371
0,8.9,0.384
0,8.3,0.391
0,8.3,0.395
0,8.3,0.398
0,7.8,0.392
0,7.8,0.396
0,6.7,0.422
0,6.7,0.467
0.001,7.2,0.516
0.23,7.2,0.525
0.48,7.8,0.389
0.644,8.3,0.234
0.737,9.4,0.175
0.772,10,0.25
0.756,9.4,0.232
0.688,9.4,0.178
0.565,8.9,0.125
0.373,8.3,0.078
0.119,7.2,0.054
0,6.7,0.062
0,5.6,0.084
0,5,0.104
0,5.6,0.135
0,4.4,0.188
0,5,0.259
0,5.6,0.328
0,6.1,0.391
0,6.7,0.447
0,6.7,0.498
0,6.7,0.544
0,6.1,0.585
0,6.1,0.624
0.001,6.1,0.663
0.222,6.7,0.65
0.471,7.8,0.494
0.636,8.3,0.336
0.729,8.9,0.356
0.769,10,0.441
0.755,10,0.392
0.688,8.9,0.329
0.568,8.3,0.257
0.378,7.2,0.152
0.124,6.7,0.07
0,6.7,0.029
0,6.7,0.027
0,5.6,0.054
0,5,0.144
0,4.4,0.311
0,3.9,0.481
0,3.9,0.595
0,3.9,0.664
0,3.3,0.701
0,2.8,0.712
0,2.2,0.724
0,2.2,0.742
0,2.8,0.756
0.001,2.2,0.759
0.198,3.9,0.711
0.46,5,0.604
0.631,6.7,0.484
0.726,6.7,0.502
0.764,6.7,0.522
0.74,6.1,0.534
0.677,6.1,0.503
0.562,6.1,0.413
0.367,5.6,0.291
0.11,5.6,0.254
0,5.6,0.255
0,5.6,0.301
0,5.6,0.391
0,6.7,0.51
0,6.7,0.621
0,6.1,0.696
0,7.2,0.738
0,7.2,0.768
0,7.2,0.799
0,7.8,0.837
0,7.8,0.867
0,7.8,0.888
0,7.8,0.903
0.001,7.2,0.91
0.202,7.2,0.9
0.466,7.8,0.866
0.64,8.9,0.831
0.736,9.4,0.799
0.752,10,0.78
0.73,10.6,0.784
0.651,10,0.768
0.501,10,0.7
0.279,7.8,0.663
0.052,6.7,0.682
0,5,0.731
0,2.8,0.771
0,2.2,0.816
0,3.9,0.867
0,5,0.899
0,3.9,0.917
0,3.3,0.92
0,2.2,0.918
0,2.8,0.915
0,2.8,0.905
0,3.9,0.896
0,4.4,0.895
0,5,0.899
0,5,0.907
0.138,6.7,0.902
0.394,7.8,0.888
0.586,8.3,0.849
0.693,9.4,0.848
0.74,10.6,0.869
0.714,11.1,0.872
0.624,11.1,0.834
0.49,11.1,0.726
0.216,10,0.562
0.015,8.9,0.427
0,9.4,0.427
0,7.8,0.528
0,7.8,0.63
0,6.7,0.63
0,5.6,0.566
0,3.9,0.539
0,3.3,0.59
0,1.7,0.613
0,0,0.613
0,1.1,0.654
0,0.6,0.7
0,0.6,0.72
0,0.6,0.69
0,1.7,0.632
0.031,3.9,0.602
0.052,4.4,0.636
0.123,5,0.597
0.313,5,0.577
0.497,6.1,0.679
0.496,6.1,0.763
0.35,6.7,0.791
0.284,7.2,0.773
0.135,7.8,0.731
0.027,7.8,0.768
0,8.3,0.821
0,8.3,0.813
0,8.3,0.777
0,7.8,0.722
0,8.9,0.676
0,7.2,0.658
0,7.2,0.6
0,7.2,0.547
0,7.2,0.446
0,7.2,0.364
0,7.2,0.51
0,7.2,0.603
0,8.3,0.554
0,7.2,0.464
0.026,8.3,0.438
0.107,7.8,0.43
0.237,8.3,0.334
0.323,8.3,0.236
0.36,7.2,0.204
0.466,7.8,0.174
0.515,8.3,0.162
0.423,7.8,0.14
0.257,7.2,0.101
0.051,5.6,0.117
0,5.6,0.158
0,6.1,0.199
0,6.1,0.262
0,5.6,0.346
0,6.1,0.428
0,5,0.494
0,3.9,0.529
0,3.3,0.538
0,2.8,0.547
0,2.8,0.556
0,0.6,0.559
0,1.7,0.544
0,0,0.517
0,0.6,0.502
0.106,1.1,0.479
0.287,2.2,0.368
0.467,5,0.237
0.584,6.1,0.144
0.638,7.2,0.138
0.53,8.3,0.146
0.356,8.3,0.141
0.231,7.2,0.127
0.116,6.1,0.103
0.027,4.4,0.073
0,4.4,0.073
0,2.2,0.114
0,1.1,0.22
0,0,0.392
0,-1.1,0.547
0,-1.1,0.632
0,-0.6,0.662
0,-1.1,0.659
0,-1.1,0.615
0,-1.1,0.527
0,-1.1,0.464
0,-0.6,0.457
0,-0.6,0.464
0,0,0.471
0.068,0.6,0.459
0.241,1.1,0.374
0.452,2.8,0.29
0.613,3.9,0.358
0.723,4.4,0.39
0.717,5,0.377
0.649,5,0.329
0.518,5.6,0.266
0.329,8.3,0.2
0.08,7.8,0.167
0,7.8,0.192
0,7.8,0.266
0,7.8,0.375
0,7.8,0.488
0,7.8,0.576
0,7.8,0.628
