sol_irr,T_amb,wind_pow
0,2.2,0.452
0,2.2,0.455
0,1.7,0.468
0,2.2,0.465
0.003,4.4,0.444
0.077,6.7,0.358
0.221,8.3,0.176
0.39,10,0.074
0.532,11.1,0.072
0.624,11.7,0.055
0.68,8.3,0.031
0.697,11.1,0.011
0.649,11.7,0.004
0.53,10.6,0.003
0.371,10.6,0.005
0.185,8.3,0.207
0.042,7.8,0.543
0,5,0.637
0,2.8,0.593
0,2.2,0.555
0,1.1,0.528
0,0.6,0.484
0,0,0.447
0,0,0.41
0,-1.1,0.367
0,-1.1,0.326
0,-0.6,0.303
0,0,0.314
0.004,2.8,0.352
0.105,6.1,0.368
0.292,7.8,0.429
0.476,9.4,0.441
0.616,9.4,0.368
0.704,11.1,0.302
0.733,10,0.281
0.725,11.1,0.33
0.668,10.6,0.426
0.558,8.9,0.539
0.382,7.8,0.613
0.192,6.7,0.663
0.044,6.1,0.677
0,5.6,0.67
0,5.6,0.661
0,5,0.668
0,5,0.674
0,5,0.684
0,5,0.685
0,5,0.675
0,5,0.663
0,5,0.645
0,5,0.668
0,5,0.697
0.005,5.6,0.71
0.117,6.1,0.814
0.328,7.8,0.885
0.527,9.4,0.893
0.676,10,0.898
0.769,11.1,0.904
0.803,8.3,0.903
0.793,12.2,0.898
0.732,11.1,0.898
0.616,12.8,0.906
0.449,12.2,0.915
0.242,11.1,0.918
0.051,8.9,0.909
0,6.7,0.87
0,6.1,0.84
0,5,0.809
0,5,0.79
0,5.6,0.775
0,5,0.793
0,3.9,0.787
0,2.8,0.774
0,3.3,0.771
0,2.2,0.794
0,2.2,0.799
0.005,4.4,0.785
0.113,8.9,0.815
0.337,9.4,0.801
0.53,11.7,0.746
0.674,13.9,0.69
0.764,15,0.66
0.802,14.4,0.674
0.791,14.4,0.704
0.731,15,0.726
0.619,15.6,0.724
0.455,16.7,0.69
0.248,14.4,0.647
0.05,13.9,0.596
0,12.8,0.501
0,11.1,0.413
0,8.9,0.415
0,7.2,0.448
0,5,0.459
0,3.3,0.457
0,2.2,0.454
0,1.1,0.447
0,1.1,0.442
0,1.7,0.436
0,1.1,0.413
0.003,5.6,0.364
0.081,9.4,0.364
0.286,11.7,0.31
0.499,13.9,0.249
0.642,15,0.225
0.751,16.1,0.241
0.794,17.8,0.277
0.783,18.3,0.32
0.724,19.4,0.355
0.611,20.6,0.381
0.449,19.4,0.384
0.245,18.3,0.374
0.051,16.7,0.362
0,14.4,0.308
0,13.9,0.255
0,11.1,0.255
0,8.9,0.306
0,6.7,0.368
0,5.6,0.395
0,4.4,0.404
0,3.9,0.392
0,3.3,0.382
0,2.2,0.386
0,2.2,0.41
0.006,7.8,0.436
0.104,11.1,0.468
0.322,14.4,0.5
0.512,16.7,0.468
0.65,17.2,0.447
0.748,18.9,0.437
0.785,20,0.426
0.775,19.4,0.419
0.714,20,0.425
0.598,19.4,0.427
0.437,20.6,0.408
0.237,19.4,0.381
0.051,17.2,0.358
0,14.4,0.311
0,10,0.251
0,7.8,0.22
0,6.7,0.201
0,6.1,0.185
0,5,0.184
0,3.9,0.194
0,2.2,0.221
0,2.2,0.247
0,2.8,0.256
0,2.2,0.265
0.006,7.2,0.252
0.111,10.6,0.243
0.279,15,0.295
0.441,18.3,0.328
0.528,19.4,0.347
0.651,20.6,0.362
0.736,21.7,0.383
0.773,23.3,0.403
0.716,21.7,0.432
0.587,21.1,0.455
0.421,20,0.45
0.241,16.7,0.42
0.053,13.3,0.362
0,10.6,0.289
0,9.4,0.231
0,7.8,0.212
0,6.7,0.212
0,6.1,0.222
0,5.6,0.229
0,4.4,0.247
0,3.3,0.266
0,2.2,0.28
0,5.6,0.265
0,6.7,0.249
0.006,7.8,0.221
0.126,8.3,0.206
0.337,8.3,0.219
0.527,10,0.222
0.669,13.3,0.241
0.756,16.7,0.28
0.792,18.3,0.311
0.763,20,0.329
0.693,21.7,0.357
0.568,21.7,0.357
0.398,21.1,0.363
0.239,20.6,0.367
0.05,19.4,0.339
0,14.4,0.285
0,12.8,0.233
0,10.6,0.192
0,9.4,0.163
0,7.8,0.148
0,6.7,0.142
0,5.6,0.149
0,5,0.163
0,3.9,0.161
0,3.9,0.152
0,4.4,0.155
0.007,7.2,0.176
0.111,10,0.187
0.277,13.3,0.261
0.438,15,0.348
0.554,16.7,0.422
0.651,20,0.473
0.731,21.7,0.513
0.744,21.1,0.543
0.696,22.8,0.576
0.595,19.4,0.612
0.437,19.4,0.625
0.238,17.2,0.633
0.053,14.4,0.651
0,12.2,0.596
0,10,0.513
0,10,0.548
0,8.9,0.594
0,8.9,0.642
0,8.9,0.703
0,7.8,0.723
0,7.2,0.754
0,7.8,0.762
0,8.9,0.739
0,8.9,0.703
0.007,10,0.695
0.107,10.6,0.754
0.315,13.3,0.775
0.519,13.9,0.785
0.662,17.2,0.798
0.75,18.9,0.805
0.785,18.3,0.809
0.774,18.9,0.807
0.715,17.8,0.803
0.606,13.9,0.794
0.444,11.7,0.777
0.242,11.7,0.763
0.05,11.1,0.752
0,10.6,0.674
0,10,0.582
0,9.4,0.564
0,8.9,0.574
0,8.9,0.578
0,8.9,0.627
0,8.9,0.696
0,8.9,0.777
0,8.9,0.825
0,8.9,0.837
0,8.9,0.829
0.008,9.4,0.809
0.114,10,0.82
0.335,10.6,0.776
0.524,11.1,0.706
0.665,12.8,0.688
0.753,12.8,0.757
0.791,13.9,0.82
0.781,13.3,0.8
0.721,14.4,0.749
0.609,13.9,0.713
0.446,12.2,0.714
0.243,12.2,0.719
0.05,12.2,0.705
0,10.6,0.621
0,10,0.539
0,8.9,0.571
0,8.9,0.625
0,7.8,0.704
0,7.8,0.75
0,6.7,0.77
0,7.2,0.762
0,7.2,0.734
0,7.8,0.723
0,7.8,0.734
0.008,9.4,0.75
0.121,10.6,0.8
0.285,12.2,0.804
0.391,13.3,0.779
0.555,15.6,0.746
0.642,18.3,0.709
0.738,16.7,0.668
0.758,19.4,0.637
0.707,20,0.648
0.598,15.6,0.679
0.437,12.8,0.71
0.237,11.1,0.732
0.053,10,0.726
0,10,0.603
0,10,0.476
0,10,0.442
0,10,0.441
0,10,0.457
0,9.4,0.473
0,9.4,0.477
0,10,0.476
0,10,0.503
0,9.4,0.464
0,10,0.386
0.009,10.6,0.337
0.12,11.7,0.237
0.311,12.8,0.174
0.49,15,0.135
0.621,16.1,0.103
0.702,17.8,0.054
0.713,17.8,0.019
0.701,18.9,0.007
0.642,18.9,0.006
0.529,18.9,0.017
0.377,18.3,0.207
0.202,17.8,0.436
0.053,16.1,0.596
0,15,0.557
0,13.9,0.418
0,13.6,0.295
0,13.3,0.254
0,13,0.266
0,12.6,0.279
0,12.3,0.27
0,12,0.252
0,11.7,0.24
0,11.7,0.231
0,12.2,0.212
0.009,12.2,0.188
0.118,13.3,0.14
0.304,13.9,0.118
0.482,14.4,0.099
0.616,14.4,0.069
0.698,15,0.014
0.729,17.2,0.002
0.718,17.8,0.002
0.66,16.7,0.015
0.552,16.7,0.112
0.399,16.1,0.274
0.216,15,0.425
0.054,12.8,0.556
0,11.7,0.561
0,10.6,0.498
0,10.6,0.464
0,9.4,0.457
0,9.4,0.459
0,8.9,0.468
0,8.9,0.493
0,8.9,0.528
0,8.9,0.544
0,8.9,0.515
0,9.4,0.479
0.009,10,0.459
0.124,11.1,0.459
0.328,11.7,0.51
0.515,12.8,0.521
0.655,13.9,0.519
0.74,15.6,0.51
0.775,16.7,0.51
0.76,16.7,0.527
0.695,17.8,0.572
0.574,18.3,0.625
0.414,18.3,0.663
0.236,17.8,0.676
0.05,16.7,0.659
0,14.4,0.601
0,11.7,0.559
0,10,0.557
0,7.8,0.59
0,7.8,0.557
0,6.7,0.532
0,5.6,0.565
0,3.9,0.558
0,5,0.551
0,6.1,0.538
0,6.1,0.506
0.01,8.9,0.504
0.113,9.4,0.574
0.316,10.6,0.631
0.503,13.9,0.676
0.641,16.7,0.7
0.726,18.9,0.71
0.772,20.6,0.714
0.767,22.8,0.714
0.709,23.3,0.711
0.6,23.3,0.698
0.44,22.8,0.679
0.241,21.7,0.654
0.05,20,0.626
0,17.2,0.527
0,15,0.42
0,13.9,0.422
0,10.6,0.444
0,10,0.47
0,8.9,0.501
0,8.3,0.548
0,7.8,0.568
0,8.3,0.586
0,7.8,0.59
0,9.4,0.583
0.01,11.1,0.568
0.104,13.9,0.632
0.254,17.2,0.652
0.442,18.9,0.636
0.608,21.1,0.618
0.72,22.8,0.601
0.76,23.3,0.599
0.752,23.3,0.609
0.696,25,0.63
0.586,23.9,0.653
0.429,24.4,0.678
0.235,23.3,0.7
0.053,22.2,0.7
0,18.9,0.62
0,16.7,0.525
0,15,0.503
0,12.8,0.494
0,11.7,0.484
0,11.7,0.527
0,11.7,0.538
0,10.6,0.539
0,10,0.547
0,10.6,0.541
0,10.6,0.548
0.011,12.8,0.568
0.118,15,0.627
0.309,16.1,0.664
0.507,19.4,0.675
0.647,21.7,0.686
0.732,24.4,0.682
0.769,25.6,0.668
0.742,26.1,0.659
0.652,25.6,0.647
0.496,25,0.624
0.341,23.9,0.594
0.196,22.8,0.558
0.056,21.7,0.528
0,20.6,0.459
0,18.3,0.411
0,18.9,0.41
0,17.8,0.432
0,16.7,0.469
0,16.1,0.498
0,13.9,0.485
0,13.3,0.456
0,11.7,0.398
0,10.6,0.336
0,11.1,0.285
0.011,14.4,0.235
0.123,17.8,0.186
0.32,18.9,0.155
0.511,21.1,0.123
0.647,22.2,0.093
0.729,23.3,0.027
0.757,24.4,0.003
0.738,25,0.002
0.672,23.3,0.002
0.558,23.9,0.002
0.403,22.2,0.002
0.217,21.7,0.012
0.052,20.6,0.245
0,18.9,0.442
0,17.2,0.387
0,15,0.3
0,12.8,0.243
0,12.2,0.201
0,11.7,0.16
0,11.7,0.125
0,12.2,0.097
0,12.2,0.077
0,12.2,0.066
0,12.8,0.056
0.011,12.8,0.045
0.123,13.3,0.026
0.318,13.9,0.015
0.494,15,0.012
0.622,15.6,0.018
0.698,16.7,0.027
0.725,18.3,0.018
0.71,18.9,0.002
0.653,21.1,0.001
0.557,22.2,0.001
0.408,22.2,0.022
0.222,22.2,0.236
0.05,19.4,0.449
0,16.7,0.444
0,13.9,0.286
0,11.7,0.194
0,10,0.155
0,10,0.143
0,8.9,0.146
0,8.3,0.158
0,8.9,0.167
0,8.9,0.176
0,9.4,0.175
0,10,0.168
0.011,10.6,0.163
0.114,11.1,0.133
0.296,12.8,0.121
0.484,12.2,0.105
0.622,15,0.078
0.702,15.6,0.029
0.733,18.3,0.007
0.714,19.4,0.006
0.646,20,0.006
0.533,21.1,0.007
0.371,20.6,0.107
0.197,19.4,0.261
0.056,17.8,0.425
0,15.6,0.429
0,13.3,0.296
0,12.8,0.198
0,10,0.146
0,9.4,0.119
0,8.9,0.095
0,8.9,0.076
0,9.4,0.066
0,10,0.062
0,10,0.054
0,10.6,0.041
0.014,10.6,0.028
0.125,11.1,0.015
0.314,11.1,0.008
0.488,11.1,0.005
0.61,11.7,0.008
0.675,12.8,0.028
0.699,13.3,0.051
0.684,13.9,0.087
0.549,13.9,0.144
0.37,13.3,0.232
0.226,12.8,0.36
0.11,12.8,0.431
0.033,12.8,0.355
0,11.1,0.235
0,10,0.144
0,8.3,0.102
0,6.1,0.093
0,6.1,0.096
0,6.7,0.093
0,5.6,0.076
0,6.1,0.054
0,6.7,0.029
0,6.1,0.06
0,6.7,0.332
0.015,9.4,0.522
0.097,11.7,0.345
0.156,12.8,0.202
0.302,10.6,0.225
0.544,11.1,0.367
0.605,13.9,0.552
0.556,15,0.545
0.33,14.4,0.406
0.214,12.2,0.264
0.2,10.6,0.236
0.31,12.2,0.25
0.155,9.4,0.252
0.046,8.9,0.222
0,7.8,0.048
0,6.7,0.151
0,6.1,0.233
0,5.6,0.204
0,5,0.239
0,3.9,0.275
0,3.3,0.285
0,3.9,0.269
0,2.2,0.239
0,2.2,0.21
0,4.4,0.178
0.014,6.7,0.112
0.119,8.3,0.037
0.29,11.1,0.019
0.451,11.7,0.019
0.575,13.3,0.001
0.65,13.3,0.007
0.68,14.4,0.01
0.666,13.9,0.008
0.608,11.7,0.003
0.507,10.6,0.008
0.297,11.7,0.12
0.149,11.7,0.27
0.057,12.2,0.457
0,8.9,0.469
0,6.7,0.386
0,4.4,0.284
0,3.9,0.187
0,5,0.123
0,3.3,0.112
0,3.3,0.136
0,2.8,0.158
0,1.1,0.174
0,0.6,0.191
0,1.7,0.211
0.013,5.6,0.227
0.12,8.9,0.251
0.305,11.7,0.245
0.484,13.3,0.2
0.621,14.4,0.149
0.707,13.3,0.111
0.745,13.9,0.061
0.733,16.7,0.041
0.675,17.8,0.065
0.571,17.8,0.158
0.42,17.2,0.255
0.23,16.7,0.334
0.046,14.4,0.42
0.001,11.7,0.476
0,8.9,0.447
0,6.7,0.36
0,5.6,0.265
0,4.4,0.218
0,3.9,0.201
0,3.3,0.188
0,2.2,0.172
0,2.2,0.136
0,1.1,0.097
0,2.2,0.088
0.012,6.7,0.09
0.117,10.6,0.074
0.321,13.3,0.059
0.473,15,0.045
0.6,16.7,0.032
0.697,17.8,0.011
0.727,18.3,0.018
0.717,20,0.027
0.657,20.6,0.025
0.53,21.1,0.025
0.374,20.6,0.043
0.205,20,0.122
0.059,18.3,0.167
0.001,14.4,0.237
0,15,0.247
0,12.2,0.22
0,9.4,0.194
0,8.3,0.162
0,6.1,0.124
0,7.8,0.089
0,7.8,0.073
0,3.9,0.074
0,2.8,0.079
0,5,0.094
0.014,11.1,0.106
0.123,13.9,0.093
0.298,15.6,0.072
0.469,17.2,0.075
0.599,18.9,0.108
0.68,20,0.139
0.713,21.7,0.141
0.697,23.3,0.094
0.617,23.3,0.058
0.459,23.9,0.109
0.271,23.9,0.187
0.167,22.8,0.235
0.062,21.1,0.276
0.001,18.3,0.297
0,16.7,0.278
0,12.8,0.246
0,8.9,0.222
0,8.3,0.193
0,7.2,0.179
0,5,0.189
0,5.6,0.229
0,5,0.251
0,3.9,0.267
0,6.1,0.271
0.015,10,0.265
0.122,13.9,0.271
0.314,16.7,0.26
0.498,18.9,0.282
0.631,21.1,0.336
0.714,23.3,0.383
0.748,24.4,0.405
0.738,23.3,0.403
0.681,24.4,0.392
0.575,23.9,0.379
0.422,22.2,0.379
0.231,20,0.396
0.046,17.8,0.413
0.002,13.9,0.41
0,11.7,0.376
0,10.6,0.348
0,10.6,0.33
0,11.1,0.311
0,11.7,0.312
0,11.7,0.318
0,11.7,0.318
0,11.7,0.317
0,11.7,0.311
0,11.7,0.305
0.013,12.2,0.281
0.124,13.9,0.251
0.317,15,0.231
0.51,16.1,0.192
0.645,17.2,0.17
0.728,17.8,0.179
0.761,17.8,0.201
0.748,15.6,0.239
0.689,13.9,0.284
0.582,13.9,0.329
0.427,13.9,0.367
0.233,12.8,0.401
0.045,12.2,0.429
0.002,11.7,0.425
0,11.1,0.395
0,10,0.398
0,10,0.393
0,10,0.397
0,10,0.398
0,9.4,0.402
0,9.4,0.401
0,9.4,0.407
0,10,0.42
0,10,0.442
0.016,11.1,0.446
0.119,12.2,0.442
0.307,12.2,0.401
0.508,12.2,0.372
0.643,10.6,0.36
0.726,10.6,0.379
0.76,10,0.422
0.748,10,0.464
0.69,9.4,0.491
0.581,9.4,0.491
0.426,8.9,0.498
0.233,7.8,0.513
0.046,6.7,0.513
0.002,5.6,0.457
0,6.1,0.398
0,5.6,0.382
0,5.6,0.377
0,5,0.374
0,5,0.381
0,5,0.394
0,5,0.431
0,5,0.451
0,5.6,0.466
0,5.6,0.487
0.015,6.1,0.488
0.123,7.2,0.531
0.322,8.9,0.578
0.499,9.4,0.6
0.63,11.7,0.615
0.713,12.2,0.613
0.746,12.8,0.6
0.734,14.4,0.574
0.675,14.4,0.531
0.568,12.8,0.507
0.416,12.2,0.505
0.227,10.6,0.522
0.049,10.6,0.538
0.002,8.3,0.501
0,7.8,0.476
0,7.8,0.501
0,7.8,0.537
0,7.8,0.566
0,5.6,0.539
0,6.7,0.508
0,5.6,0.491
0,6.7,0.471
0,6.7,0.47
0,7.8,0.472
0.017,9.4,0.452
0.121,11.1,0.433
0.301,12.2,0.432
0.488,12.2,0.408
0.618,12.2,0.391
0.702,13.3,0.409
0.738,13.9,0.427
0.726,14.4,0.411
0.667,14.4,0.395
0.564,15,0.398
0.411,14.4,0.414
0.225,13.9,0.444
0.054,13.9,0.495
0.002,10.6,0.498
0,8.9,0.472
0,7.2,0.467
0,6.1,0.433
0,4.4,0.41
0,4.4,0.433
0,4.4,0.476
0,4.4,0.51
0,4.4,0.532
0,6.7,0.53
0,6.7,0.509
0.017,7.8,0.458
0.123,11.1,0.448
0.308,12.8,0.476
0.485,13.9,0.476
0.618,15.6,0.47
0.703,16.7,0.47
0.739,16.7,0.491
0.728,17.8,0.544
0.668,17.2,0.59
0.543,18.3,0.602
0.374,18.9,0.599
0.206,16.7,0.607
0.061,15,0.601
0.002,10.6,0.534
0,7.8,0.457
0,8.3,0.438
0,6.1,0.467
0,6.7,0.479
0,5,0.491
0,3.3,0.513
0,4.4,0.54
0,3.9,0.568
0,3.9,0.622
0,5,0.663
0.02,7.2,0.657
0.122,10,0.68
0.308,11.7,0.674
0.482,12.2,0.63
0.616,13.3,0.58
0.701,13.3,0.544
0.736,15,0.534
0.725,15,0.532
0.667,15,0.532
0.562,14.4,0.544
0.41,13.9,0.571
0.226,13.9,0.599
0.057,11.7,0.618
0.003,11.1,0.593
0,10.6,0.562
0,9.4,0.552
0,8.3,0.553
0,8.9,0.552
0,7.8,0.544
0,7.8,0.522
0,8.3,0.504
0,7.2,0.512
0,7.8,0.534
0,7.8,0.525
0.021,8.9,0.459
0.124,10.6,0.403
0.3,11.1,0.386
0.473,13.3,0.323
0.604,14.4,0.285
0.687,15.6,0.301
0.725,15.6,0.332
0.712,15.6,0.355
0.652,15.6,0.368
0.549,15.6,0.374
0.398,15,0.386
0.22,15,0.42
0.061,13.3,0.454
0.003,12.8,0.455
0,11.7,0.44
0,10,0.457
0,8.9,0.471
0,8.9,0.473
0,8.3,0.471
0,8.3,0.487
0,7.8,0.507
0,7.8,0.546
0,6.7,0.574
0,7.2,0.586
0.02,7.8,0.552
0.122,8.9,0.545
0.289,11.1,0.523
0.463,11.1,0.45
0.594,11.7,0.383
0.677,13.9,0.341
0.709,13.9,0.323
0.695,14.4,0.326
0.635,8.3,0.346
0.542,10,0.396
0.392,10,0.457
0.217,9.4,0.508
0.065,9.4,0.539
0.003,8.3,0.522
0,6.7,0.51
0,7.2,0.523
0,6.7,0.535
0,7.2,0.55
0,7.2,0.559
0,6.7,0.568
0,6.7,0.58
0,6.7,0.59
0,5,0.588
0,6.7,0.578
0.02,8.3,0.579
0.116,9.4,0.599
0.289,11.7,0.595
0.47,12.2,0.576
0.563,10.6,0.558
0.653,12.8,0.534
0.735,11.7,0.525
0.721,12.2,0.546
0.655,15,0.578
0.551,14.4,0.624
0.407,15,0.666
0.227,15,0.685
0.061,13.3,0.685
0.003,10.6,0.66
0,8.3,0.653
0,7.2,0.65
0,6.1,0.634
0,7.2,0.623
0,4.4,0.62
0,5.6,0.613
0,5,0.594
0,6.1,0.57
0,5.6,0.543
0,8.3,0.522
0.01,10.6,0.519
0.081,12.2,0.544
0.21,13.3,0.599
0.35,12.2,0.586
0.479,15,0.558
0.558,15.6,0.552
0.556,15,0.557
0.518,15,0.566
0.497,15,0.556
0.47,15,0.518
0.391,13.9,0.459
0.219,13.3,0.399
0.071,13.3,0.358
0.003,11.7,0.334
0,10,0.334
0,8.9,0.345
0,8.3,0.346
0,7.8,0.354
0,8.3,0.381
0,7.8,0.422
0,7.8,0.457
0,7.8,0.484
0,8.3,0.503
0,8.9,0.502
0.023,9.4,0.455
0.125,10.6,0.382
0.296,11.7,0.314
0.465,12.8,0.252
0.597,12.8,0.217
0.68,12.2,0.201
0.718,12.8,0.2
0.665,12.2,0.196
0.571,12.2,0.192
0.469,12.2,0.168
0.335,12.2,0.118
0.183,11.7,0.08
0.058,11.7,0.102
0.001,11.1,0.229
0,10.6,0.341
0,9.4,0.345
0,8.9,0.289
0,8.3,0.243
0,7.8,0.233
0,7.8,0.237
0,7.2,0.235
0,6.7,0.231
0,4.4,0.217
0,5.6,0.182
0.02,8.3,0.159
0.116,9.4,0.181
0.254,10.6,0.193
0.401,12.2,0.176
0.521,12.2,0.185
0.603,11.1,0.22
0.654,11.1,0.239
0.67,11.1,0.238
0.611,10.6,0.234
0.494,13.3,0.259
0.367,15,0.305
0.212,13.3,0.362
0.07,8.9,0.407
0.003,8.3,0.403
0,8.9,0.355
0,7.8,0.323
0,7.8,0.316
0,7.8,0.341
0,7.8,0.348
0,8.3,0.324
0,8.3,0.233
0,7.8,0.148
0,7.8,0.099
0,7.8,0.095
0.022,8.3,0.119
0.121,8.9,0.125
0.286,9.4,0.122
0.465,11.1,0.101
0.593,11.7,0.077
0.677,12.2,0.041
0.715,11.7,0.025
0.701,11.1,0.064
0.641,12.2,0.162
0.537,11.7,0.251
0.396,11.1,0.328
0.22,10.6,0.394
0.062,10,0.421
0.004,10,0.4
0,9.4,0.353
0,9.4,0.329
0,9.4,0.308
0,9.4,0.289
0,8.9,0.294
0,8.9,0.28
0,8.9,0.245
0,8.9,0.236
0,8.9,0.242
0,9.4,0.24
0.01,10,0.198
0.1,10.6,0.182
0.251,11.7,0.191
0.411,12.2,0.167
0.609,13.3,0.144
0.708,12.8,0.132
0.743,13.9,0.144
0.732,13.9,0.2
0.675,14.4,0.256
0.571,15.6,0.28
0.42,15,0.274
0.232,14.4,0.252
0.05,14.4,0.224
0.004,13.3,0.198
0,11.7,0.164
0,10,0.128
0,8.9,0.101
0,8.3,0.079
0,7.2,0.066
0,6.7,0.063
0,5,0.065
0,5,0.067
0,4.4,0.065
0,6.7,0.061
0.021,10,0.056
0.123,13.3,0.049
0.313,15.6,0.029
0.487,16.7,0.008
0.617,15.6,0.001
0.698,17.2,0.003
0.73,16.7,0.015
0.716,18.3,0.038
0.656,18.9,0.07
0.55,17.2,0.112
0.401,17.8,0.156
0.22,17.2,0.193
0.055,16.7,0.233
0.004,16.1,0.272
0,13.9,0.227
0,12.8,0.141
0,10,0.077
0,9.4,0.038
0,8.3,0.017
0,7.8,0.005
0,7.8,0.003
0,6.7,0.009
0,6.1,0.028
0,7.8,0.064
0.022,10.6,0.099
0.122,14.4,0.084
0.311,16.7,0.079
0.481,17.8,0.09
0.608,20,0.114
0.687,20.6,0.155
0.719,21.1,0.202
0.705,21.7,0.233
0.647,22.2,0.232
0.545,22.8,0.22
0.398,22.2,0.225
0.22,21.7,0.249
0.052,20,0.259
0.004,18.9,0.277
0,17.8,0.213
0,16.3,0.12
0,14.8,0.072
0,13.3,0.043
0,11.7,0.022
0,10.2,0.011
0,8.7,0.008
0,7.2,0.013
0,7.8,0.019
0,8.3,0.016
0.025,10,0.017
0.076,12.8,0.028
0.177,14.4,0.014
0.427,12.2,0.01
0.564,14.4,0.037
0.556,17.8,0.052
0.631,18.3,0.034
0.648,16.7,0.013
0.61,17.8,0.007
0.51,18.3,0.019
0.377,17.2,0.047
0.217,16.7,0.067
0.068,17.2,0.104
0.004,14.4,0.244
0,11.1,0.346
0,8.3,0.333
0,8.3,0.243
0,6.7,0.137
0,6.1,0.093
0,5.6,0.126
0,5.6,0.208
0,5,0.218
0,5,0.24
0,7.2,0.247
0.015,11.7,0.259
0.085,13.9,0.298
0.206,15.6,0.332
0.381,17.2,0.32
0.556,18.3,0.309
0.665,19.4,0.305
0.718,20.6,0.312
0.714,20.6,0.328
0.663,21.1,0.352
0.561,21.7,0.369
0.413,20.6,0.397
0.218,20,0.435
0.068,19.4,0.479
0.004,15.6,0.471
0,15,0.426
0,12.8,0.396
0,12.2,0.368
0,10.6,0.341
0,10,0.332
0,8.9,0.343
0,7.8,0.378
0,7.2,0.419
0,6.7,0.426
0,7.8,0.422
0.023,11.7,0.413
0.12,15,0.442
0.308,16.7,0.435
0.486,18.9,0.419
0.618,21.1,0.403
0.701,22.2,0.394
0.736,20.6,0.395
0.726,20.6,0.413
0.669,21.1,0.447
0.563,21.1,0.5
0.413,19.4,0.558
0.228,18.3,0.605
0.051,17.2,0.628
0.005,14.4,0.605
0,13.3,0.563
0,12.8,0.576
0,12.2,0.596
0,12.2,0.591
0,11.1,0.595
0,10.6,0.613
0,10.6,0.63
0,10.6,0.642
0,10.6,0.637
0,11.7,0.634
0.024,13.3,0.614
0.118,13.9,0.635
0.295,14.4,0.627
0.48,15.6,0.602
0.613,15,0.583
0.7,16.1,0.572
0.736,17.2,0.574
0.726,18.9,0.58
0.669,18.3,0.583
0.564,17.2,0.59
0.414,16.7,0.606
0.229,16.7,0.636
0.053,15.6,0.666
0.005,12.8,0.65
0,11.1,0.642
0,10,0.675
0,9.4,0.692
0,8.9,0.692
0,8.9,0.685
0,8.3,0.685
0,7.8,0.693
0,8.3,0.71
0,7.8,0.715
0,9.4,0.704
0.027,11.1,0.672
0.123,13.3,0.69
0.281,15,0.665
0.433,15.6,0.629
0.554,16.7,0.625
0.584,17.2,0.636
0.585,16.1,0.645
0.572,15.6,0.652
0.515,14.4,0.654
0.405,13.9,0.65
0.294,13.3,0.648
0.183,12.2,0.653
0.067,12.2,0.644
0.003,12.2,0.574
0,11.7,0.481
0,11.7,0.485
0,11.7,0.517
0,11.1,0.565
0,11.1,0.613
0,11.1,0.615
0,10.6,0.574
0,10.6,0.535
0,10,0.531
0,10.6,0.539
0.021,11.7,0.543
0.11,11.7,0.648
0.261,14.4,0.739
0.413,12.8,0.769
0.508,16.1,0.765
0.563,12.8,0.734
0.627,13.9,0.706
0.653,16.1,0.697
0.6,13.9,0.679
0.505,14.4,0.642
0.365,13.9,0.613
0.208,14.4,0.616
0.072,11.7,0.586
0.005,10.6,0.202
0,10,0.096
0,10,0.204
0,9.4,0.274
0,8.9,0.383
0,8.9,0.476
0,8.3,0.58
0,8.3,0.7
0,8.9,0.755
0,7.8,0.748
0,10,0.731
0.021,10,0.713
0.117,10.6,0.779
0.253,12.8,0.803
0.374,15,0.8
0.463,16.7,0.782
0.507,16.7,0.762
0.526,13.9,0.754
0.516,13.9,0.763
0.474,16.1,0.781
0.393,17.2,0.798
0.29,16.1,0.803
0.175,15.6,0.77
0.065,15.6,0.696
0.003,11.1,0.574
0,10,0.468
0,8.9,0.445
0,7.8,0.485
0,6.7,0.578
0,5.6,0.607
0,5.6,0.601
0,5.6,0.648
0,3.3,0.699
0,3.9,0.709
0,7.2,0.71
0.025,8.9,0.695
0.121,12.2,0.747
0.282,15.6,0.797
0.453,16.7,0.798
0.583,17.8,0.789
0.667,19.4,0.782
0.713,20,0.777
0.702,21.7,0.776
0.646,22.2,0.777
0.542,21.1,0.782
0.395,20.6,0.786
0.22,19.4,0.778
0.064,18.3,0.734
0.005,17.2,0.632
0,16.1,0.566
0,13.3,0.58
0,12.2,0.612
0,10.6,0.644
0,8.9,0.72
0,7.8,0.732
0,8.3,0.731
0,6.7,0.705
0,7.2,0.69
0,11.1,0.685
0.025,13.9,0.668
0.118,16.7,0.73
0.3,18.3,0.772
0.48,20,0.772
0.61,21.7,0.777
0.693,22.2,0.797
0.727,23.3,0.816
0.716,22.8,0.831
0.658,23.3,0.834
0.551,23.9,0.835
0.402,22.8,0.827
0.224,23.9,0.801
0.057,22.2,0.755
0.006,18.9,0.641
0,17.2,0.544
0,13.9,0.571
0,12.8,0.586
0,11.7,0.583
0,10.6,0.586
0,10.6,0.61
0,9.4,0.635
0,8.9,0.64
0,10.6,0.657
0,11.7,0.664
0.026,12.2,0.643
0.118,12.8,0.677
0.294,16.7,0.697
0.468,20,0.718
0.6,22.2,0.724
0.684,23.3,0.732
0.719,25.6,0.739
0.709,26.1,0.744
0.651,26.7,0.74
